flaeche_km2,pop_insgesamt,pop_maennlich,pop_weiblich,pop_density,stadt_name,latitude,longitude
69.0,16715,8056,8659,242,Wurzen,51.3709574,12.7410574
11.07,16667,8165,8502,1506,Heidenau,53.3139784,9.6531686
55.61,16606,8425,8181,299,Blaustein,48.4159247,9.9187625
90.95,16578,8177,8401,182,Kirchhain,50.83982,8.9153
12.6,16564,8409,8155,1315,Raunheim,50.0097685,8.4499439
74.0,16544,8262,8282,224,Straelen,51.4439341,6.2694388
68.86,16509,8077,8432,240,Pocking,48.4015189,13.3107683
89.41,16484,8110,8374,184,Erwitte,51.61431,8.3396662
75.18,16436,8339,8097,219,Künzelsau,49.2803765,9.6901512
133.49,16420,8172,8248,123,Marienberg,50.6507279,13.163188
16.07,16368,8066,8302,1019,Sulzbach/ Saar,49.2995623,7.0614007
99.99,16321,8112,8209,163,Bad Bentheim,52.3024786,7.1605921
15.82,16320,7825,8495,1032,Bargteheide,53.7279671,10.2618075
71.91,16320,8006,8314,227,Kierspe,51.1278531,7.6006513
44.42,16315,8081,8234,367,Altena,51.2990263,7.6734841
173.92,16310,8152,8158,94,Brakel,51.7168889,9.1841762
77.23,16284,8012,8272,211,Halver,51.1874423,7.4987312
13.14,16227,7941,8286,1235,Freiberg am Neckar,48.9345539,9.1922557
56.42,16226,8170,8056,288,Mindelheim,48.0464164,10.4882504
43.99,16210,7712,8498,368,Guben,51.9503235,14.7153567
129.71,16205,8035,8170,125,Alsfeld,50.7523545,9.268355
46.85,16201,7798,8403,346,Eilenburg,51.4586736,12.6344389
14.4,16186,7675,8511,1124,Preetz,54.3506105,12.9907315
18.58,16162,8139,8023,870,Erlensee,50.1624394,8.9846455
12.15,16159,7997,8162,1330,Wendlingen am Neckar,48.6727602,9.3838404
58.46,16145,7911,8234,276,Markranstädt,51.3026177,12.2204644
113.3,16126,8020,8106,142,Schlüchtern,50.3517,9.5613
43.5,16072,7613,8459,369,Füssen,47.5675998,10.6993217
18.06,16010,7870,8140,886,Marbach am Neckar,48.9402085,9.256396
54.59,16007,7900,8107,293,Breisach am Rhein,48.0291415,7.5806123
19.91,15995,7891,8104,803,Walldorf,49.3038134,8.6433518
126.47,15984,7925,8059,126,Bad Arolsen,51.3649894,9.0376388
86.98,15975,7893,8082,184,Michelstadt,49.68841,9.05647
81.23,15916,7934,7982,196,Weener,53.1645939,7.3536239
135.14,15890,7719,8171,118,Zeulenroda-Triebes,50.6562697,12.0058399
106.6,15865,7816,8049,149,Drensteinfurt,51.7972657,7.7418147
77.52,15864,7609,8255,205,Finsterwalde,51.6315282,13.707358
131.13,15860,7853,8007,121,Königslutter am Elm,52.2499307,10.8171691
111.22,15860,7919,7941,143,Wadern,49.5410205,6.8889313
137.48,15859,8007,7852,115,Rahden,52.4333,8.61667
75.03,15792,7981,7811,210,Langenau,48.4995693,10.1210951
139.51,15774,7711,8063,113,Lübbenau/Spreewald / Lubnjow/Błota,51.8680114,13.9689477
26.26,15768,7800,7968,600,Ebersbach an der Fils,48.7149061,9.5259189
33.22,15759,7617,8142,474,Taucha,51.3799905,12.4936336
19.73,15749,7421,8328,798,Neustadt in Holstein,54.1029898,10.8186738
48.59,15746,7838,7908,324,Altdorf b.Nürnberg,49.3858107,11.3564341
46.31,15740,7560,8180,340,Schwarzenberg/Erzgeb.,50.538248,12.7826635
122.83,15729,7433,8296,128,Ribnitz-Damgarten,54.2433326,12.4319733
23.08,15723,7682,8041,681,Dieburg,49.8949312,8.8368946
36.9,15720,7682,8038,426,Bad Neustadt a.d.Saale,50.322637,10.2164873
86.37,15626,7612,8014,181,Hofgeismar,51.4972178,9.4280731
11.49,15614,7663,7951,1359,Stadtbergen,48.3666284,10.8442814
379.59,15604,7494,8110,41,Templin,53.1193496,13.5005559
74.88,15593,7615,7978,208,Boppard,50.2312823,7.5885884
6.47,15566,7554,8012,2406,Schwalbach am Taunus,50.1490109,8.5357434
5.7,15543,7676,7867,2727,Eppelheim,49.4025,8.63306
61.54,15517,7853,7664,252,Mainburg,48.640589,11.7820705
24.14,15451,7527,7924,640,Bad Bramstedt,53.9167,9.88333
43.69,15436,8637,6799,353,Clausthal-Zellerfeld,51.8070405,10.3364483
99.1,15417,7757,7660,156,Blomberg,51.9434473,9.0967908
194.52,15413,7891,7522,79,Munster,51.9625101,7.6251879
90.42,15353,7671,7682,170,Lohr a.Main,49.9947528,9.573777
43.27,15329,7333,7996,354,Gehrden,52.313508,9.6008438
41.88,15313,7563,7750,366,Ober-Ramstadt,49.8152,8.7548
31.61,15309,7498,7811,484,Schriesheim,49.4751705,8.6611149
99.56,15197,7560,7637,153,Dorfen,48.272779,12.1505507
85.39,15190,7647,7543,178,Isny im Allgäu,47.6925666,10.039203
38.3,15102,7393,7709,394,Brake (Unterweser),53.3256109,8.4806296
88.81,15101,7438,7663,170,Fritzlar,51.1537071,9.2645106
28.17,15099,7570,7529,536,Markgröningen,48.9050626,9.0808114
126.78,15097,7392,7705,119,Witzenhausen,51.3331901,9.8434192
55.81,15095,7384,7711,270,Usingen,50.350795,8.5231684
61.89,15089,7465,7624,244,Neustadt b.Coburg,50.3283477,11.1226908
125.99,15088,7521,7567,120,Landsberg,48.0497474,10.8768728
182.24,15083,7682,7401,83,Bad Wurzach,47.9084031,9.8966021
98.15,15062,7443,7619,153,Karlstadt,49.9616823,9.7655121
63.43,14992,7152,7840,236,Weißwasser/O.L.,51.5028807,14.6373221
108.76,14960,7434,7526,138,Langelsheim,51.9356917,10.3296997
93.53,14949,7651,7298,160,Neustadt a.d.Donau,48.8091474,11.7638092
55.5,14926,7313,7613,269,Schwabmünchen,48.1805562,10.7578121
42.24,14913,7033,7880,353,Jever,53.5736426,7.9020696
116.93,14860,7347,7513,127,Münsingen,48.4128592,9.4947894
19.51,14851,7083,7768,761,Stein,49.4139647,11.0130276
50.52,14770,7420,7350,292,Hückeswagen,51.1504872,7.3413999
24.79,14753,7282,7471,595,Uhingen,48.7042331,9.5856424
86.07,14727,7157,7570,171,Selb,50.169121,12.1297769
81.12,14714,7296,7418,181,Hilchenbach,50.9935863,8.107365
100.11,14712,7456,7256,147,Homberg (Efze),51.0117227,9.4048406
60.26,14685,7551,7134,244,Abensberg,48.8332409,11.8570782
55.92,14684,7335,7349,263,Oberndorf am Neckar,48.2908613,8.5711222
67.12,14678,7128,7550,219,Pattensen,52.2636263,9.7606529
33.77,14677,7138,7539,435,Montabaur,50.4362219,7.8302494
80.59,14635,7261,7374,182,Kraichtal,49.1319246,8.7375729
26.23,14630,7162,7468,558,Langenselbold,50.1780814,9.04333
81.44,14622,7045,7577,180,Immenstadt i.Allgäu,47.5713421,10.1888003
9.75,14614,7275,7339,1499,Neutraubling,48.9926567,12.1990753
81.6,14613,7211,7402,179,Wilsdruff,51.0524125,13.5362765
20.61,14606,7129,7477,709,Tornesch,53.6959113,9.7114755
94.44,14596,7264,7332,155,Lauda-Königshofen,49.5577854,9.7190669
10.64,14590,7267,7323,1371,Plochingen,48.711173,9.4184961
78.08,14566,7396,7170,187,Sassenberg,51.9882058,8.0407212
30.29,14552,6889,7663,480,Ratzeburg,53.7011061,10.774288
93.26,14527,7170,7357,156,Burglengenfeld,49.2071077,12.03996
45.56,14522,7294,7228,319,Ottweiler,49.4030447,7.1631469
81.15,14489,7066,7423,179,Eberbach,49.4635303,8.9855203
118.0,14481,7167,7314,123,Olsberg,51.355148,8.4893388
44.35,14439,7157,7282,326,Eggenfelden,48.4031909,12.7626208
82.03,14438,7181,7257,176,Gernsbach,48.7636394,8.3379924
40.91,14406,7161,7245,352,Markdorf,47.7206084,9.3917257
84.4,14402,7290,7112,171,Landau a.d.Isar,48.6699678,12.6912228
82.16,14398,6946,7452,175,Sandersdorf-Brehna,51.5911163,12.2359037
40.35,14389,7075,7314,357,Spenge,52.1419264,8.4830331
78.9,14389,6970,7419,182,Löbau,51.0947288,14.6692423
74.13,14376,7282,7094,194,Zeven,53.2954396,9.2816165
36.12,14359,7033,7326,398,Neu-Anspach,50.2971783,8.4988614
29.58,14348,7066,7282,485,Grafing b.München,48.0453808,11.966071
77.61,14310,6988,7322,184,Lich,50.50516,8.84162
71.15,14248,7080,7168,200,Murrhardt,48.9797657,9.5794661
54.6,14229,6928,7301,261,Bad Camberg,50.305569,8.280525
88.2,14199,7090,7109,161,Kalkar,51.7388793,6.2927546
41.26,14198,7081,7117,344,Mittweida,50.9854597,12.9810458
103.99,14174,6982,7192,136,Dippoldiswalde,50.8950479,13.6633335
88.12,14174,7077,7097,161,Leuna,51.3233638,12.0195081
18.09,14169,6972,7197,783,Grünstadt,49.5653661,8.1634571
113.59,14166,7012,7154,125,Uslar,51.658901,9.6347785
23.69,14134,6955,7179,597,Vöhringen,48.2833039,10.0832982
36.18,14119,7021,7098,390,Buchloe,48.0373762,10.7282761
63.09,14107,7039,7068,224,Melsungen,51.1425944,9.5833158
61.52,14099,6886,7213,229,Erbach,50.0261094,7.681587
55.44,14089,6895,7194,254,Oschatz,51.2979627,13.1081103
25.24,14088,6853,7235,558,Lorsch,49.6546967,8.5682813
53.72,14088,7099,6989,262,Weißenhorn,48.3044877,10.1601492
63.29,14080,7082,6998,222,Erbach,50.0261094,7.681587
70.87,14063,6993,7070,198,Höchstadt a.d.Aisch,49.7035803,10.8047235
43.57,14043,6962,7081,322,Aßlar,50.609245,8.447572
17.81,14032,6737,7295,788,Schwentinental,54.2900155,10.2254279
23.35,14028,7019,7009,601,Schneeberg,49.6389609,9.2481247
79.97,14020,6900,7120,175,Rotenburg a. d. Fulda,51.018118,9.7487639
420.21,13994,6922,7072,33,Wittstock/Dosse,53.162999,12.4868962
48.8,13985,6898,7087,287,Ettenheim,48.2552348,7.81349
52.66,13982,6956,7026,266,Haßfurt,50.0318698,10.5065562
120.85,13967,6667,7300,116,Lübben (Spreewald) / Lubin (Błota),51.9418987,13.8963805
353.93,13966,6963,7003,39,Jessen (Elster),51.7931158,12.9590741
58.59,13960,6915,7045,238,Bad Soden-Salmünster,50.2801792,9.3704249
89.72,13953,7079,6874,156,Hilpoltstein,49.188964,11.1892243
89.3,13951,6805,7146,156,Lauchhammer,51.4977774,13.7400618
17.96,13947,6871,7076,777,Quakenbrück,52.6757127,7.9567402
44.64,13940,6838,7102,312,Krumbach (Schwaben),48.2430587,10.3631004
89.22,13940,6818,7122,156,Grünberg,50.6137167,8.945947
18.58,13937,6725,7212,750,Hohenstein-Ernstthal,50.8021139,12.7072907
34.02,13921,6945,6976,409,Solms,50.5333914,8.4073302
50.54,13910,7099,6811,275,Philippsburg,49.2367495,8.4546679
93.71,13908,6843,7065,148,Bebra,50.9835038,9.8388054
101.98,13883,6772,7111,136,Lauterbach (Hessen),50.6656227,9.4236655
47.79,13867,6675,7192,290,Eichstätt,48.8933417,11.1838965
65.62,13862,6836,7026,211,Frankenberg/Sa.,50.9110365,13.0331023
13.39,13841,6805,7036,1034,Holzgerlingen,48.6392119,9.0115732
5.8,13836,6864,6972,2386,Asperg,48.9058591,9.1350865
143.52,13823,6863,6960,96,Löningen,52.7363493,7.7570655
19.81,13797,6725,7072,696,Meerane,50.8427835,12.4581578
18.5,13795,6924,6871,746,Spaichingen,48.0730713,8.7391941
181.31,13794,6917,6877,76,Beelitz,52.2288191,12.9569266
62.08,13793,6659,7134,222,Bad Dürrheim,48.0222311,8.5299837
324.24,13775,6618,7157,42,Angermünde,53.017276,13.9981503
96.95,13760,6787,6973,142,Sendenhorst,51.8444362,7.8273931
99.98,13741,6861,6880,137,Pegnitz,49.75649,11.540944
90.31,13717,6855,6862,152,Biedenkopf,50.91958,8.53771
52.35,13694,6822,6872,262,Pfarrkirchen,48.4320329,12.9386266
188.44,13669,6816,6853,73,Wanzleben-Börde,52.0758511,11.4205222
159.43,13663,6737,6926,86,Haselünne,52.6718718,7.4830538
90.5,13654,6728,6926,151,Pfullendorf,47.924349,9.2559822
51.49,13650,6544,7106,265,Bergen auf Rügen,54.4172673,13.4305634
232.69,13646,6704,6942,59,Genthin,52.4063738,12.1561742
24.19,13645,6651,6994,564,Eppstein,50.155,8.3803
22.77,13631,6776,6855,599,Linden,50.6019526,7.8504832
26.16,13629,6676,6953,521,Neckargemünd,49.3954054,8.7965893
69.29,13621,6766,6855,197,Tauberbischofsheim,49.6229682,9.6627138
82.94,13610,6579,7031,164,Wiesmoor,53.4114442,7.7309444
94.53,13607,6675,6932,144,Schmölln,50.9078332,12.3370882
61.21,13523,6570,6953,221,Neustadt a.d.Aisch,49.5800045,10.6087584
67.18,13523,6618,6905,201,Bad Salzdetfurth,52.0595144,10.0064728
164.39,13520,6674,6846,82,Bergen,49.7808936,7.4176059
135.95,13504,6809,6695,99,Bad Laasphe,50.9271541,8.4123648
37.03,13498,6641,6857,365,Hettstedt,51.6500047,11.4999986
249.96,13479,6771,6708,54,Oebisfelde-Weferlingen,52.3678102,11.1099786
72.8,13468,6702,6766,185,Dinklage,52.6626633,8.1212801
22.22,13468,6769,6699,606,Weinsberg,49.1504172,9.2865471
110.83,13430,6636,6794,121,Sulingen,52.6828374,8.8018923
112.29,13411,6665,6746,119,Wolfhagen,51.3333355,9.1968854
57.51,13395,6731,6664,233,Weilburg,50.4847448,8.2659245
19.45,13387,6738,6649,688,Schüttorf,52.321619,7.2220864
70.75,13381,6758,6623,189,Velen,51.8957136,6.9839073
53.28,13299,6799,6500,250,Östringen,49.2192418,8.7097172
52.43,13298,6406,6892,254,Olfen,51.7076224,7.3788047
98.09,13277,6562,6715,135,Beverungen,51.6676535,9.3759072
35.9,13270,6651,6619,370,Plattling,48.7766852,12.8733655
223.06,13267,6601,6666,59,Zehdenick,52.9794838,13.3348959
121.67,13233,6654,6579,109,Schleiden,50.5285919,6.4761556
119.61,13224,6852,6372,111,Roding,49.1964174,12.5166987
185.5,13218,6407,6811,71,Fehmarn,54.4687375,11.1340848
59.85,13203,6544,6659,221,St. Georgen im Schwarzwald,48.1257642,8.3330247
45.33,13199,6465,6734,291,Rosbach v. d. Höhe,50.2774771,8.6974397
103.38,13181,6739,6442,128,Treuchtlingen,48.9554435,10.9089888
58.63,13179,6530,6649,225,Herbrechtingen,48.6226932,10.1761696
23.07,13172,6283,6889,571,Altötting,48.2268085,12.6757914
35.64,13113,6430,6683,368,Wehr,47.6286078,7.9046417
18.8,13112,6603,6509,697,Wasserburg a.Inn,48.0615171,12.220026
32.85,13105,6217,6888,399,Bad Doberan,54.105858,11.9026057
40.99,13093,6699,6394,319,Hadamar,50.4587,8.05793
50.79,13061,6514,6547,257,Wächtersbach,50.2724,9.2857
65.43,13056,6488,6568,200,Linnich,50.9806294,6.2676208
86.78,13033,6430,6603,150,Hungen,50.4696168,8.9171014
193.41,13004,6546,6458,67,Südliches Anhalt,51.6916959,12.0666121
114.38,12952,6545,6407,113,Twistringen,52.7992604,8.6421452
49.97,12947,6393,6554,259,Rödental,50.2971914,11.0428276
16.83,12923,6482,6441,768,Besigheim,48.9996364,9.1417523
527.78,12885,6532,6353,24,Möckern,52.1405163,11.9532769
137.21,12875,6476,6399,94,Feuchtwangen,49.1678603,10.3313268
105.72,12798,6501,6297,121,Hessisch Lichtenau,51.1927404,9.7517183
147.95,12792,6432,6360,86,Winterberg,51.1930723,8.5338466
71.88,12783,6278,6505,178,Herzberg am Harz,51.6565219,10.3428415
22.9,12772,6227,6545,558,Hersbruck,49.5085843,11.4285065
21.34,12769,6298,6471,598,Schongau,47.8118973,10.8972133
78.24,12766,6221,6545,163,Bad Windsheim,49.5020006,10.4175301
87.62,12760,6401,6359,146,Sulz am Neckar,48.3617509,8.6314329
55.42,12755,6340,6415,230,Bad Urach,48.4937953,9.3978845
23.42,12733,6274,6459,544,Velten,52.6882194,13.1775867
8.78,12726,6390,6336,1449,Tamm,48.9204307,9.1158361
19.0,12704,6144,6560,669,Ladenburg,49.4724349,8.6106455
176.48,12661,6116,6545,72,Jüterbog,51.9916493,13.0801128
79.11,12657,6412,6245,160,Blaubeuren,48.4121233,9.7847091
65.21,12651,6396,6255,194,Brunsbüttel,53.8972549,9.1395423
75.69,12643,6208,6435,167,Steinheim,51.8660478,9.0942767
68.84,12621,6312,6309,183,Vilsbiburg,48.448482,12.355795
72.28,12594,6309,6285,174,Gladenbach,50.78141,8.57886
14.29,12565,6085,6480,879,Röthenbach a.d.Pegnitz,49.485011,11.2474853
82.46,12565,6311,6254,152,Borken (Hessen),51.0579472,9.2918981
161.3,12546,6283,6263,78,Bad Wünnenberg,51.5169114,8.6986809
40.84,12527,6161,6366,307,Ebersberg,48.0782763,11.9694372
44.1,12520,6255,6265,284,Neuenburg am Rhein,47.8155916,7.5627871
60.62,12512,6201,6311,206,Waltershausen,50.897728,10.5035734
68.76,12456,6137,6319,181,Preußisch Oldendorf,52.3048433,8.4971557
69.83,12447,6332,6115,178,Laichingen,48.4896773,9.6861474
52.99,12445,6126,6319,235,Zella-Mehlis,50.6574735,10.6727728
10.89,12443,6178,6265,1143,Wernau (Neckar),48.6943334,9.4189845
78.64,12420,5974,6446,158,Ludwigslust,53.3300229,11.4993644
89.64,12395,6113,6282,138,Titisee-Neustadt,47.9173421,8.1735161
56.68,12363,5822,6541,218,Anklam,53.8560526,13.688091
62.59,12361,6131,6230,197,Gaildorf,49.0002603,9.7698525
67.54,12344,6135,6209,183,Hagenow,53.4305796,11.1904828
131.11,12296,6018,6278,94,Bad Freienwalde (Oder),52.787521,14.0300689
34.69,12278,6177,6101,354,Maxhütte-Haidhof,49.1987299,12.0959905
75.16,12272,6014,6258,163,Dinkelsbühl,49.0691672,10.3194022
123.3,12263,6099,6164,99,Burladingen,48.2892852,9.1134689
111.16,12237,6116,6121,110,Osterhofen,48.7019635,13.0201434
145.29,12186,6006,6180,84,Frohburg,51.0567105,12.5576743
64.02,12119,6014,6105,189,Bad Fallingbostel,52.8654484,9.6930195
32.44,12109,5993,6116,373,Miesbach,47.790025,11.8335417
61.73,12092,5964,6128,196,Wolgast,54.0536473,13.7757809
23.18,12082,5959,6123,521,Steinheim an der Murr,48.9652015,9.2789021
138.69,12026,5891,6135,87,Perleberg,53.075548,11.8212016
16.53,12008,5695,6313,726,Erkner,52.4259804,13.7542811
9.56,11999,5974,6025,1255,Lauenburg/ Elbe,53.3789803,10.5513889
33.57,11956,5885,6071,356,Oberderdingen,49.0626654,8.8021324
83.12,11929,5753,6176,144,Neustadt in Sachsen,51.0249519,14.2140882
94.6,11895,5867,6028,126,Monschau,50.5544687,6.2407954
12.85,11884,5799,6085,925,Hemsbach,49.5919545,8.6460261
22.63,11863,5901,5962,524,Lauffen am Neckar,49.0760664,9.150709
24.43,11858,5699,6159,485,Pößneck,50.694735,11.5953247
54.1,11835,5866,5969,219,Neuenrade,51.2831254,7.7830374
36.26,11801,5774,6027,325,Bad Dürrenberg,51.2998551,12.0665175
91.36,11790,5892,5898,129,Billerbeck,51.9773625,7.290923
54.38,11782,5669,6113,217,Wolmirstedt,52.2484924,11.6267388
40.34,11776,5779,5997,292,Geisenheim,49.9863945,7.96852
82.79,11775,5816,5959,142,Hauzenberg,48.6551971,13.6276784
23.47,11772,5833,5939,502,Leingarten,49.1434266,9.1240565
59.51,11769,5733,6036,198,Oestrich-Winkel,50.0071863,8.0167585
67.11,11766,5956,5810,175,Drolshagen,51.0237206,7.7770856
105.91,11760,5978,5782,111,Walldürn,49.5833,9.36667
11.84,11741,5802,5939,992,Lindenberg i.Allgäu,47.6015605,9.8863905
167.32,11736,5770,5966,70,Pritzwalk,53.1492896,12.1761903
88.3,11729,6129,5600,133,Geisenfeld,48.683404,11.6124731
49.49,11726,5910,5816,237,Schwaigern,49.1414205,9.0571085
35.7,11724,5872,5852,328,Marktheidenfeld,49.8444065,9.6003865
64.24,11702,5656,6046,182,Zwönitz,50.6301029,12.8131994
76.96,11696,5771,5925,152,Bopfingen,48.8577633,10.3523096
72.89,11682,5799,5883,160,Hildburghausen,50.4266327,10.7300263
23.22,11629,5618,6011,501,Bad Nenndorf,52.3360719,9.3769596
40.27,11602,5723,5879,288,Bad Schwalbach,50.141688,8.071992
296.82,11468,5755,5713,39,Coswig (Anhalt),51.8803541,12.458638
51.55,11463,5613,5850,222,Trostberg,48.0321101,12.5654359
44.39,11445,5770,5675,258,Lauingen (Donau),48.5710836,10.4305438
63.57,11434,5708,5726,180,Ochsenfurt,49.6643552,10.0647551
70.56,11431,5701,5730,162,Engen,47.8532383,8.7704457
20.45,11421,5471,5950,558,Ebersbach-Neugersdorf,51.0007273,14.5986609
12.41,11388,5923,5465,918,Diez,50.3694175,8.0174521
225.83,11388,5715,5673,50,Wittingen,52.7289399,10.735743
41.67,11385,5476,5909,273,Rothenburg ob der Tauber,49.3772526,10.1790017
159.92,11380,5510,5870,71,Gräfenhainichen,51.7309112,12.4588675
37.99,11378,5553,5825,299,Welzheim,48.8749241,9.6347406
73.5,11365,5730,5635,155,Rheinau,48.6610699,7.9383334
16.42,11321,5583,5738,689,Mülheim-Kärlich,50.3868869,7.4975336
64.96,11271,5814,5457,174,Riedlingen,48.1534412,9.4748796
42.8,11260,5672,5588,263,Isselburg,51.8344194,6.4614134
35.48,11242,5668,5574,317,Herbolzheim,48.2198805,7.7769882
80.01,11221,5560,5661,140,Waldkirchen,48.7300239,13.6015841
236.09,11216,5456,5760,48,Bad Belzig,52.1405622,12.5865873
24.67,11196,5441,5755,454,Eisenberg,50.9691346,11.8961116
16.22,11194,5531,5663,690,Rutesheim,48.8081226,8.9453257
35.42,11193,5498,5695,316,Werther (Westf.),52.0855997,8.4279437
47.28,11167,5374,5793,236,Braunfels,50.5017248,8.4012818
35.47,11167,5434,5733,315,Schöningen,52.1388507,10.9671073
74.81,11108,5535,5573,148,Balve,51.3326498,7.8670563
76.8,11086,5679,5407,144,Meßstetten,48.180597,8.961909
36.93,11071,5489,5582,300,Kenzingen,48.1918267,7.7689368
158.15,11049,5699,5350,70,Rüthen,51.4911392,8.4330329
76.44,11044,5518,5526,144,Haigerloch,48.3675198,8.7985138
38.99,11033,5272,5761,283,Stollberg/Erzgeb.,50.7087734,12.7762607
34.28,11032,5550,5482,322,Lorch,48.7982424,9.6898657
39.82,11031,5535,5496,277,Donzdorf,48.6856725,9.8107595
65.14,11009,5489,5520,169,Regen,49.1844212,12.4251773
40.11,11006,5482,5524,274,Gernsheim,49.7466,8.5112
9.11,10994,5429,5565,1207,Wildau,52.3214429,13.6348744
22.75,10987,5437,5550,483,Glückstadt,53.787927,9.4238157
61.9,10984,5308,5676,177,Gengenbach,48.4035425,8.0153059
53.19,10983,5598,5385,206,Altensteig,48.5851784,8.6014741
192.57,10940,5629,5311,57,Lichtenau,49.2805135,10.6836351
46.33,10924,5291,5633,236,Langenzenn,49.4950727,10.7937902
26.28,10883,5282,5601,414,Oelsnitz/Erzgeb.,50.7144724,12.7048401
88.39,10882,5380,5502,123,Gronau (Leine),52.0843618,9.7754675
47.42,10881,5388,5493,229,Boizenburg/ Elbe,53.375079,10.7232364
4.4,10869,5249,5620,2470,Steinbach (Taunus),50.1672827,8.572208
15.47,10853,5200,5653,702,Lichtenstein/Sa.,50.7556404,12.6345621
128.88,10826,5354,5472,84,Hammelburg,50.1152207,9.8904404
107.47,10789,5406,5383,100,Dingelstädt,51.3157508,10.3209989
213.11,10768,5459,5309,51,Osterwieck,51.9689672,10.7135463
47.75,10759,5164,5595,225,Bad Orb,50.2267544,9.3478635
31.9,10730,5431,5299,336,Dissen am Teutoburger Wald,52.115769,8.2034345
26.7,10708,5307,5401,401,Endingen am Kaiserstuhl,48.1412922,7.6999031
17.17,10683,5223,5460,622,Barmstedt,53.7889203,9.7703927
83.32,10658,5300,5358,128,Felsberg,51.1502197,9.451222
99.51,10651,5184,5467,107,Bad Staffelstein,50.1028339,10.999159
31.37,10650,5345,5305,339,Neuenhaus,52.5,6.96667
46.21,10648,5085,5563,230,Bischofswerda,51.1277815,14.1795516
25.92,10628,5386,5242,410,Burgau,48.4312893,10.4065009
105.22,10601,5202,5399,101,Bad Wildbad,48.7502439,8.550301
63.81,10588,5421,5167,166,Werlte,52.8518701,7.6764179
36.47,10574,5087,5487,290,Bad Iburg,52.1543708,8.0448115
47.33,10521,5166,5355,222,Simbach a.Inn,48.2663113,13.0279972
297.07,10516,5245,5271,35,Tangerhütte,52.4342158,11.8061052
21.39,10509,5183,5326,491,Lollar,50.6696,8.694
6.48,10470,4993,5477,1616,Büdelsdorf,54.3164345,9.6710695
161.36,10464,5086,5378,65,Gommern,52.0739555,11.8307231
125.59,10449,5158,5291,83,Schleusingen,50.5416758,10.7669624
27.76,10426,5006,5420,376,Flöha,50.8503529,13.0772325
52.33,10422,5245,5177,199,Aulendorf,47.9528162,9.6409331
74.64,10413,5229,5184,140,Braunsbedra,51.2840933,11.8855493
25.88,10402,5079,5323,402,Burgstädt,50.9199843,12.8056571
9.56,10401,5145,5256,1088,Betzdorf,50.7879961,7.8723802
52.38,10398,5035,5363,199,Grevesmühlen,53.8644705,11.1898839
65.04,10397,5070,5327,160,Nideggen,50.6913559,6.482614
26.51,10397,5207,5190,392,Weilheim an der Teck,48.6153949,9.5383156
11.22,10393,5045,5348,926,Nieder-Olm,49.9094108,8.2033406
104.86,10381,5158,5223,99,Steinau an der Straße,50.3556,9.4227
122.74,10377,5203,5174,85,Nossen,51.1542557,13.314546
56.68,10372,5271,5101,183,Wildberg,53.6530029,13.1232854
12.79,10366,5130,5236,810,Süßen,48.6826604,9.7586073
41.17,10350,5213,5137,251,Neuenstadt am Kocher,49.2361584,9.3293362
16.31,10335,5173,5162,634,Erlenbach a.Main,49.8046171,9.1594708
49.74,10333,5149,5184,208,Bogen,48.9082826,12.7185426
98.72,10329,5194,5135,105,Blumberg,47.8401424,8.534081
125.34,10307,5079,5228,82,Olbernhau,50.6564031,13.345242
82.06,10293,4866,5427,125,Demmin,53.9070019,13.0327836
100.02,10282,5230,5052,103,Beilngries,49.0351602,11.473829
41.56,10258,4948,5310,247,Bad Lauterberg im Harz,51.6313633,10.4706667
156.38,10253,4955,5298,66,Querfurt,51.378707,11.5974078
90.45,10228,4895,5333,113,Tangermünde,52.5431104,11.9722524
68.78,10200,4958,5242,148,Münchberg,50.1911369,11.7913908
99.97,10188,5152,5036,102,Rehburg-Loccum,52.4690166,9.1567507
51.41,10180,5070,5110,198,Rüdesheim am Rhein,49.9789358,7.92339
30.63,10159,4900,5259,332,Niebüll,54.7869088,8.8255846
108.17,10151,5095,5056,94,Bleicherode,51.4400566,10.5727462
165.61,10129,5069,5060,61,Oberzent,49.5509448,8.9860959
25.78,10105,4968,5137,392,Heubach,48.7888674,9.9345819
99.13,10084,5122,4962,102,Mittenwalde,52.2642238,13.5360563
53.66,10079,4866,5213,188,Meuselwitz,51.0475,12.2975
49.81,10077,5070,5007,202,Mengen,48.0498964,9.3321246
40.25,10059,4969,5090,250,Niddatal,50.2833,8.83333
46.49,10059,5005,5054,216,Gudensberg,51.1879395,9.3673288
133.56,10053,5108,4945,75,Schotten,50.48726,9.16192
56.86,10051,5321,4730,177,Neustadt (Hessen),50.8811,9.0897
15.75,10050,4866,5184,638,Wahlstedt,53.9528957,10.2121481
91.06,10042,4961,5081,110,Bad Frankenhausen/Kyffhäuser,51.3560142,11.1005235
23.6,10031,5042,4989,425,Aichtal,48.6278878,9.2412617
75.06,10012,5008,5004,133,Gemünden a.Main,50.056483,9.68987
15.41,10002,4854,5148,649,Bad Ems,50.3352062,7.7128538
142.06,9987,5009,4978,70,Schlitz,50.6866279,9.5464764
39.69,9983,4834,5149,252,Oldenburg in Holstein,54.2922574,10.8809805
48.37,9983,4600,5383,206,Bad Bevensen,53.0809408,10.5744812
126.36,9964,5049,4915,79,Trebbin,52.2150361,13.2140282
8.99,9887,4799,5088,1100,Friedrichsthal,51.4984727,10.5888582
